Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Iglo,Chrome 123.0.0.0,,,02-04-2024 15:07:18,02-04-2024 15:07:29,11.186s,PASSED
,,,,,,,
Test Cases/Search Indocyber,Chrome 123.0.0.0,,,02-04-2024 15:07:18,02-04-2024 15:07:29,10.988s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 15:07:19,02-04-2024 15:07:21,2.268s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 15:07:21,02-04-2024 15:07:23,1.907s,PASSED
"setText(findTestObject(""Object Repository/Search Iglo/Page_Google/textarea_Login_q""), ""indocyber"")",Chrome 123.0.0.0,,,02-04-2024 15:07:23,02-04-2024 15:07:24,0.784s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_Google/span_Indocyber Global Teknologi""))",Chrome 123.0.0.0,,,02-04-2024 15:07:24,02-04-2024 15:07:24,0.781s,PASSED
"takeScreenshotAsCheckpoint(""2"")",Chrome 123.0.0.0,,,02-04-2024 15:07:24,02-04-2024 15:07:28,3.811s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_indocyber global teknologi - Penelusur_63e8c8/h3_Indocyber Home""))",Chrome 123.0.0.0,,,02-04-2024 15:07:28,02-04-2024 15:07:29,0.934s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 15:07:29,02-04-2024 15:07:29,0.212s,PASSED
