Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Tanjung duren,Chrome 123.0.0.0,,,02-04-2024 15:43:31,02-04-2024 15:43:45,14.850s,PASSED
,,,,,,,
Test Cases/Search Tanjung Duren,Chrome 123.0.0.0,,,02-04-2024 15:43:31,02-04-2024 15:43:45,14.607s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 15:43:31,02-04-2024 15:43:33,2.278s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 15:43:33,02-04-2024 15:43:35,1.535s,PASSED
"setText(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/textarea_Login_q""), ""tanjung duren"")",Chrome 123.0.0.0,,,02-04-2024 15:43:35,02-04-2024 15:43:36,1.461s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/span_Tanjung Duren Utara""))",Chrome 123.0.0.0,,,02-04-2024 15:43:36,02-04-2024 15:43:37,0.842s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_tanjung duren - Penelusuran Google/h3_Tanjung Duren Utara, Grogol Petamburan, _9c911c""))",Chrome 123.0.0.0,,,02-04-2024 15:43:37,02-04-2024 15:43:44,7.014s,PASSED
"takeScreenshotAsCheckpoint(""3"")",Chrome 123.0.0.0,,,02-04-2024 15:43:44,02-04-2024 15:43:45,0.912s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 15:43:45,02-04-2024 15:43:45,0.205s,PASSED
