Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Tanjung duren,Chrome 123.0.0.0,,,02-04-2024 14:47:17,02-04-2024 14:47:31,14.354s,PASSED
,,,,,,,
Test Cases/Search Tanjung Duren,Chrome 123.0.0.0,,,02-04-2024 14:47:17,02-04-2024 14:47:31,14.144s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 14:47:17,02-04-2024 14:47:19,2.119s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 14:47:19,02-04-2024 14:47:22,2.437s,PASSED
"setText(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/textarea_Login_q""), ""tanjung duren"")",Chrome 123.0.0.0,,,02-04-2024 14:47:22,02-04-2024 14:47:23,0.960s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/span_Tanjung Duren Utara""))",Chrome 123.0.0.0,,,02-04-2024 14:47:23,02-04-2024 14:47:24,0.838s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_tanjung duren - Penelusuran Google/h3_Tanjung Duren Utara, Grogol Petamburan, _9c911c""))",Chrome 123.0.0.0,,,02-04-2024 14:47:24,02-04-2024 14:47:30,6.301s,PASSED
"takeScreenshotAsCheckpoint(""3"")",Chrome 123.0.0.0,,,02-04-2024 14:47:30,02-04-2024 14:47:31,0.945s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 14:47:31,02-04-2024 14:47:31,0.230s,PASSED
