Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Tanjung duren,Chrome 123.0.0.0,,,03-04-2024 11:00:59,03-04-2024 11:01:09,10.206s,PASSED
,,,,,,,
Test Cases/Search Tanjung Duren,Chrome 123.0.0.0,,,03-04-2024 11:00:59,03-04-2024 11:01:09,10.010s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,03-04-2024 11:00:59,03-04-2024 11:01:01,1.963s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,03-04-2024 11:01:01,03-04-2024 11:01:03,1.465s,PASSED
"setText(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/textarea_Login_q""), ""tanjung duren"")",Chrome 123.0.0.0,,,03-04-2024 11:01:03,03-04-2024 11:01:04,1.006s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/span_Tanjung Duren Utara""))",Chrome 123.0.0.0,,,03-04-2024 11:01:04,03-04-2024 11:01:05,0.739s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_tanjung duren - Penelusuran Google/h3_Tanjung Duren Utara, Grogol Petamburan, _9c911c""))",Chrome 123.0.0.0,,,03-04-2024 11:01:05,03-04-2024 11:01:08,3.282s,PASSED
"takeScreenshotAsCheckpoint(""3"")",Chrome 123.0.0.0,,,03-04-2024 11:01:08,03-04-2024 11:01:09,1.009s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,03-04-2024 11:01:09,03-04-2024 11:01:09,0.238s,PASSED
