Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Iglo,Chrome 123.0.0.0,,,02-04-2024 15:29:52,02-04-2024 15:30:04,12.345s,PASSED
,,,,,,,
Test Cases/Search Indocyber,Chrome 123.0.0.0,,,02-04-2024 15:29:52,02-04-2024 15:30:04,12.093s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 15:29:53,02-04-2024 15:29:55,2.673s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 15:29:55,02-04-2024 15:29:57,2.045s,PASSED
"setText(findTestObject(""Object Repository/Search Iglo/Page_Google/textarea_Login_q""), ""indocyber"")",Chrome 123.0.0.0,,,02-04-2024 15:29:57,02-04-2024 15:29:58,0.844s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_Google/span_Indocyber Global Teknologi""))",Chrome 123.0.0.0,,,02-04-2024 15:29:58,02-04-2024 15:29:59,0.808s,PASSED
"takeScreenshotAsCheckpoint(""2"")",Chrome 123.0.0.0,,,02-04-2024 15:29:59,02-04-2024 15:30:04,4.382s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_indocyber global teknologi - Penelusur_63e8c8/h3_Indocyber Home""))",Chrome 123.0.0.0,,,02-04-2024 15:30:04,02-04-2024 15:30:04,0.719s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 15:30:04,02-04-2024 15:30:04,0.228s,PASSED
