Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Tanjung duren,Chrome 123.0.0.0,,,03-04-2024 10:55:45,03-04-2024 10:55:56,10.782s,PASSED
,,,,,,,
Test Cases/Search Tanjung Duren,Chrome 123.0.0.0,,,03-04-2024 10:55:45,03-04-2024 10:55:56,10.557s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,03-04-2024 10:55:45,03-04-2024 10:55:48,2.175s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,03-04-2024 10:55:48,03-04-2024 10:55:49,1.097s,PASSED
"setText(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/textarea_Login_q""), ""tanjung duren"")",Chrome 123.0.0.0,,,03-04-2024 10:55:49,03-04-2024 10:55:50,0.936s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/span_Tanjung Duren Utara""))",Chrome 123.0.0.0,,,03-04-2024 10:55:50,03-04-2024 10:55:50,0.811s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_tanjung duren - Penelusuran Google/h3_Tanjung Duren Utara, Grogol Petamburan, _9c911c""))",Chrome 123.0.0.0,,,03-04-2024 10:55:50,03-04-2024 10:55:55,4.154s,PASSED
"takeScreenshotAsCheckpoint(""3"")",Chrome 123.0.0.0,,,03-04-2024 10:55:55,03-04-2024 10:55:55,0.891s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,03-04-2024 10:55:55,03-04-2024 10:55:56,0.183s,PASSED
