Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Iglo,Chrome 123.0.0.0,,,03-04-2024 09:15:38,03-04-2024 09:15:48,10.312s,PASSED
,,,,,,,
Test Cases/Search Indocyber,Chrome 123.0.0.0,,,03-04-2024 09:15:38,03-04-2024 09:15:48,10.087s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,03-04-2024 09:15:38,03-04-2024 09:15:40,2.099s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,03-04-2024 09:15:40,03-04-2024 09:15:42,1.732s,PASSED
"setText(findTestObject(""Object Repository/Search Iglo/Page_Google/textarea_Login_q""), ""indocyber"")",Chrome 123.0.0.0,,,03-04-2024 09:15:42,03-04-2024 09:15:43,1.048s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_Google/span_Indocyber Global Teknologi""))",Chrome 123.0.0.0,,,03-04-2024 09:15:43,03-04-2024 09:15:44,0.918s,PASSED
"takeScreenshotAsCheckpoint(""2"")",Chrome 123.0.0.0,,,03-04-2024 09:15:44,03-04-2024 09:15:47,2.933s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_indocyber global teknologi - Penelusur_63e8c8/h3_Indocyber Home""))",Chrome 123.0.0.0,,,03-04-2024 09:15:47,03-04-2024 09:15:48,0.741s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,03-04-2024 09:15:48,03-04-2024 09:15:48,0.278s,PASSED
