Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Tanjung duren,Chrome 123.0.0.0,,,02-04-2024 22:06:08,02-04-2024 22:06:20,12.009s,PASSED
,,,,,,,
Test Cases/Search Tanjung Duren,Chrome 123.0.0.0,,,02-04-2024 22:06:08,02-04-2024 22:06:20,11.793s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 22:06:09,02-04-2024 22:06:11,2.150s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 22:06:11,02-04-2024 22:06:13,2.225s,PASSED
"setText(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/textarea_Login_q""), ""tanjung duren"")",Chrome 123.0.0.0,,,02-04-2024 22:06:13,02-04-2024 22:06:14,1.029s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/span_Tanjung Duren Utara""))",Chrome 123.0.0.0,,,02-04-2024 22:06:14,02-04-2024 22:06:15,0.837s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_tanjung duren - Penelusuran Google/h3_Tanjung Duren Utara, Grogol Petamburan, _9c911c""))",Chrome 123.0.0.0,,,02-04-2024 22:06:15,02-04-2024 22:06:19,3.736s,PASSED
"takeScreenshotAsCheckpoint(""3"")",Chrome 123.0.0.0,,,02-04-2024 22:06:19,02-04-2024 22:06:20,1.093s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 22:06:20,02-04-2024 22:06:20,0.398s,PASSED
