Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Tanjung duren,Chrome 123.0.0.0,,,02-04-2024 15:38:33,02-04-2024 15:38:48,15.584s,PASSED
,,,,,,,
Test Cases/Search Tanjung Duren,Chrome 123.0.0.0,,,02-04-2024 15:38:33,02-04-2024 15:38:48,15.367s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 15:38:33,02-04-2024 15:38:35,2.010s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 15:38:35,02-04-2024 15:38:37,1.691s,PASSED
"setText(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/textarea_Login_q""), ""tanjung duren"")",Chrome 123.0.0.0,,,02-04-2024 15:38:37,02-04-2024 15:38:39,1.499s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/span_Tanjung Duren Utara""))",Chrome 123.0.0.0,,,02-04-2024 15:38:39,02-04-2024 15:38:39,0.776s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_tanjung duren - Penelusuran Google/h3_Tanjung Duren Utara, Grogol Petamburan, _9c911c""))",Chrome 123.0.0.0,,,02-04-2024 15:38:39,02-04-2024 15:38:47,7.796s,PASSED
"takeScreenshotAsCheckpoint(""3"")",Chrome 123.0.0.0,,,02-04-2024 15:38:47,02-04-2024 15:38:48,1.045s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 15:38:48,02-04-2024 15:38:48,0.224s,PASSED
