Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Tanjung duren,Chrome 123.0.0.0,,,02-04-2024 22:34:24,02-04-2024 22:34:35,10.779s,PASSED
,,,,,,,
Test Cases/Search Tanjung Duren,Chrome 123.0.0.0,,,02-04-2024 22:34:24,02-04-2024 22:34:35,10.558s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 22:34:24,02-04-2024 22:34:26,2.148s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 22:34:26,02-04-2024 22:34:28,1.671s,PASSED
"setText(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/textarea_Login_q""), ""tanjung duren"")",Chrome 123.0.0.0,,,02-04-2024 22:34:28,02-04-2024 22:34:29,0.966s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/span_Tanjung Duren Utara""))",Chrome 123.0.0.0,,,02-04-2024 22:34:29,02-04-2024 22:34:30,0.976s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_tanjung duren - Penelusuran Google/h3_Tanjung Duren Utara, Grogol Petamburan, _9c911c""))",Chrome 123.0.0.0,,,02-04-2024 22:34:30,02-04-2024 22:34:33,3.341s,PASSED
"takeScreenshotAsCheckpoint(""3"")",Chrome 123.0.0.0,,,02-04-2024 22:34:33,02-04-2024 22:34:34,0.894s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 22:34:34,02-04-2024 22:34:35,0.250s,PASSED
