Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Iglo,Chrome 123.0.0.0,,,02-04-2024 15:38:08,02-04-2024 15:38:20,11.889s,PASSED
,,,,,,,
Test Cases/Search Indocyber,Chrome 123.0.0.0,,,02-04-2024 15:38:08,02-04-2024 15:38:20,11.639s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 15:38:08,02-04-2024 15:38:10,2.091s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 15:38:10,02-04-2024 15:38:12,2.083s,PASSED
"setText(findTestObject(""Object Repository/Search Iglo/Page_Google/textarea_Login_q""), ""indocyber"")",Chrome 123.0.0.0,,,02-04-2024 15:38:12,02-04-2024 15:38:13,0.843s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_Google/span_Indocyber Global Teknologi""))",Chrome 123.0.0.0,,,02-04-2024 15:38:13,02-04-2024 15:38:14,0.803s,PASSED
"takeScreenshotAsCheckpoint(""2"")",Chrome 123.0.0.0,,,02-04-2024 15:38:14,02-04-2024 15:38:18,4.082s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_indocyber global teknologi - Penelusur_63e8c8/h3_Indocyber Home""))",Chrome 123.0.0.0,,,02-04-2024 15:38:18,02-04-2024 15:38:19,1.194s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 15:38:19,02-04-2024 15:38:20,0.190s,PASSED
