Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Iglo,Chrome 123.0.0.0,,,03-04-2024 11:02:25,03-04-2024 11:02:35,9.528s,PASSED
,,,,,,,
Test Cases/Search Indocyber,Chrome 123.0.0.0,,,03-04-2024 11:02:25,03-04-2024 11:02:35,9.332s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,03-04-2024 11:02:25,03-04-2024 11:02:27,2.002s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,03-04-2024 11:02:28,03-04-2024 11:02:28,0.815s,PASSED
"setText(findTestObject(""Object Repository/Search Iglo/Page_Google/textarea_Login_q""), ""indocyber"")",Chrome 123.0.0.0,,,03-04-2024 11:02:28,03-04-2024 11:02:29,0.893s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_Google/span_Indocyber Global Teknologi""))",Chrome 123.0.0.0,,,03-04-2024 11:02:29,03-04-2024 11:02:30,0.898s,PASSED
"takeScreenshotAsCheckpoint(""2"")",Chrome 123.0.0.0,,,03-04-2024 11:02:30,03-04-2024 11:02:33,2.528s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_indocyber global teknologi - Penelusur_63e8c8/h3_Indocyber Home""))",Chrome 123.0.0.0,,,03-04-2024 11:02:33,03-04-2024 11:02:34,1.709s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,03-04-2024 11:02:34,03-04-2024 11:02:35,0.174s,PASSED
