Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Tanjung duren,Chrome 123.0.0.0,,,02-04-2024 15:08:29,02-04-2024 15:08:43,14.082s,PASSED
,,,,,,,
Test Cases/Search Tanjung Duren,Chrome 123.0.0.0,,,02-04-2024 15:08:29,02-04-2024 15:08:43,13.891s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 15:08:29,02-04-2024 15:08:32,2.091s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 15:08:32,02-04-2024 15:08:35,2.987s,PASSED
"setText(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/textarea_Login_q""), ""tanjung duren"")",Chrome 123.0.0.0,,,02-04-2024 15:08:35,02-04-2024 15:08:36,1.243s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/span_Tanjung Duren Utara""))",Chrome 123.0.0.0,,,02-04-2024 15:08:36,02-04-2024 15:08:37,0.850s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_tanjung duren - Penelusuran Google/h3_Tanjung Duren Utara, Grogol Petamburan, _9c911c""))",Chrome 123.0.0.0,,,02-04-2024 15:08:37,02-04-2024 15:08:42,4.868s,PASSED
"takeScreenshotAsCheckpoint(""3"")",Chrome 123.0.0.0,,,02-04-2024 15:08:42,02-04-2024 15:08:43,1.135s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 15:08:43,02-04-2024 15:08:43,0.357s,PASSED
