Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Iglo,Chrome 123.0.0.0,,,03-04-2024 09:22:05,03-04-2024 09:22:15,9.789s,PASSED
,,,,,,,
Test Cases/Search Indocyber,Chrome 123.0.0.0,,,03-04-2024 09:22:05,03-04-2024 09:22:15,9.567s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,03-04-2024 09:22:05,03-04-2024 09:22:08,2.067s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,03-04-2024 09:22:08,03-04-2024 09:22:09,1.502s,PASSED
"setText(findTestObject(""Object Repository/Search Iglo/Page_Google/textarea_Login_q""), ""indocyber"")",Chrome 123.0.0.0,,,03-04-2024 09:22:09,03-04-2024 09:22:10,0.848s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_Google/span_Indocyber Global Teknologi""))",Chrome 123.0.0.0,,,03-04-2024 09:22:10,03-04-2024 09:22:11,0.787s,PASSED
"takeScreenshotAsCheckpoint(""2"")",Chrome 123.0.0.0,,,03-04-2024 09:22:11,03-04-2024 09:22:13,2.684s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_indocyber global teknologi - Penelusur_63e8c8/h3_Indocyber Home""))",Chrome 123.0.0.0,,,03-04-2024 09:22:13,03-04-2024 09:22:14,1.012s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,03-04-2024 09:22:14,03-04-2024 09:22:15,0.328s,PASSED
