Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Iglo,Chrome 123.0.0.0,,,02-04-2024 15:19:19,02-04-2024 15:19:31,11.728s,PASSED
,,,,,,,
Test Cases/Search Indocyber,Chrome 123.0.0.0,,,02-04-2024 15:19:19,02-04-2024 15:19:31,11.496s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 15:19:20,02-04-2024 15:19:22,2.411s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 15:19:22,02-04-2024 15:19:24,1.904s,PASSED
"setText(findTestObject(""Object Repository/Search Iglo/Page_Google/textarea_Login_q""), ""indocyber"")",Chrome 123.0.0.0,,,02-04-2024 15:19:24,02-04-2024 15:19:25,0.879s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_Google/span_Indocyber Global Teknologi""))",Chrome 123.0.0.0,,,02-04-2024 15:19:25,02-04-2024 15:19:26,0.834s,PASSED
"takeScreenshotAsCheckpoint(""2"")",Chrome 123.0.0.0,,,02-04-2024 15:19:26,02-04-2024 15:19:30,4.231s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_indocyber global teknologi - Penelusur_63e8c8/h3_Indocyber Home""))",Chrome 123.0.0.0,,,02-04-2024 15:19:30,02-04-2024 15:19:31,0.690s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 15:19:31,02-04-2024 15:19:31,0.208s,PASSED
