Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Iglo,Chrome 123.0.0.0,,,02-04-2024 15:42:35,02-04-2024 15:42:54,18.690s,PASSED
,,,,,,,
Test Cases/Search Indocyber,Chrome 123.0.0.0,,,02-04-2024 15:42:36,02-04-2024 15:42:54,18.463s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 15:42:36,02-04-2024 15:42:45,8.886s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 15:42:45,02-04-2024 15:42:47,2.279s,PASSED
"setText(findTestObject(""Object Repository/Search Iglo/Page_Google/textarea_Login_q""), ""indocyber"")",Chrome 123.0.0.0,,,02-04-2024 15:42:47,02-04-2024 15:42:49,1.316s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_Google/span_Indocyber Global Teknologi""))",Chrome 123.0.0.0,,,02-04-2024 15:42:49,02-04-2024 15:42:49,0.815s,PASSED
"takeScreenshotAsCheckpoint(""2"")",Chrome 123.0.0.0,,,02-04-2024 15:42:49,02-04-2024 15:42:53,3.913s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_indocyber global teknologi - Penelusur_63e8c8/h3_Indocyber Home""))",Chrome 123.0.0.0,,,02-04-2024 15:42:53,02-04-2024 15:42:54,0.640s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 15:42:54,02-04-2024 15:42:54,0.217s,PASSED
