Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Tanjung duren,Chrome 123.0.0.0,,,03-04-2024 11:03:06,03-04-2024 11:03:18,11.990s,PASSED
,,,,,,,
Test Cases/Search Tanjung Duren,Chrome 123.0.0.0,,,03-04-2024 11:03:06,03-04-2024 11:03:18,11.794s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,03-04-2024 11:03:07,03-04-2024 11:03:09,1.911s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,03-04-2024 11:03:09,03-04-2024 11:03:10,1.504s,PASSED
"setText(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/textarea_Login_q""), ""tanjung duren"")",Chrome 123.0.0.0,,,03-04-2024 11:03:10,03-04-2024 11:03:11,0.833s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/span_Tanjung Duren Utara""))",Chrome 123.0.0.0,,,03-04-2024 11:03:11,03-04-2024 11:03:12,0.750s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_tanjung duren - Penelusuran Google/h3_Tanjung Duren Utara, Grogol Petamburan, _9c911c""))",Chrome 123.0.0.0,,,03-04-2024 11:03:12,03-04-2024 11:03:17,5.316s,PASSED
"takeScreenshotAsCheckpoint(""3"")",Chrome 123.0.0.0,,,03-04-2024 11:03:17,03-04-2024 11:03:18,0.947s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,03-04-2024 11:03:18,03-04-2024 11:03:18,0.204s,PASSED
