Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Iglo,Chrome 123.0.0.0,,,02-04-2024 22:03:44,02-04-2024 22:03:54,10.042s,PASSED
,,,,,,,
Test Cases/Search Indocyber,Chrome 123.0.0.0,,,02-04-2024 22:03:44,02-04-2024 22:03:54,9.823s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 22:03:44,02-04-2024 22:03:46,2.115s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 22:03:46,02-04-2024 22:03:48,1.557s,PASSED
"setText(findTestObject(""Object Repository/Search Iglo/Page_Google/textarea_Login_q""), ""indocyber"")",Chrome 123.0.0.0,,,02-04-2024 22:03:48,02-04-2024 22:03:49,0.962s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_Google/span_Indocyber Global Teknologi""))",Chrome 123.0.0.0,,,02-04-2024 22:03:49,02-04-2024 22:03:50,0.849s,PASSED
"takeScreenshotAsCheckpoint(""2"")",Chrome 123.0.0.0,,,02-04-2024 22:03:50,02-04-2024 22:03:53,3.011s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_indocyber global teknologi - Penelusur_63e8c8/h3_Indocyber Home""))",Chrome 123.0.0.0,,,02-04-2024 22:03:53,02-04-2024 22:03:53,0.685s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 22:03:53,02-04-2024 22:03:54,0.282s,PASSED
