Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Iglo,Chrome 123.0.0.0,,,02-04-2024 22:25:36,02-04-2024 22:25:47,10.916s,PASSED
,,,,,,,
Test Cases/Search Indocyber,Chrome 123.0.0.0,,,02-04-2024 22:25:37,02-04-2024 22:25:47,10.671s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 22:25:37,02-04-2024 22:25:39,2.242s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 22:25:39,02-04-2024 22:25:41,1.530s,PASSED
"setText(findTestObject(""Object Repository/Search Iglo/Page_Google/textarea_Login_q""), ""indocyber"")",Chrome 123.0.0.0,,,02-04-2024 22:25:41,02-04-2024 22:25:42,1.148s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_Google/span_Indocyber Global Teknologi""))",Chrome 123.0.0.0,,,02-04-2024 22:25:42,02-04-2024 22:25:43,0.903s,PASSED
"takeScreenshotAsCheckpoint(""2"")",Chrome 123.0.0.0,,,02-04-2024 22:25:43,02-04-2024 22:25:46,3.615s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_indocyber global teknologi - Penelusur_63e8c8/h3_Indocyber Home""))",Chrome 123.0.0.0,,,02-04-2024 22:25:46,02-04-2024 22:25:47,0.680s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 22:25:47,02-04-2024 22:25:47,0.205s,PASSED
