Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Iglo,Chrome 123.0.0.0,,,02-04-2024 22:09:41,02-04-2024 22:09:52,10.307s,PASSED
,,,,,,,
Test Cases/Search Indocyber,Chrome 123.0.0.0,,,02-04-2024 22:09:42,02-04-2024 22:09:52,10.094s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 22:09:42,02-04-2024 22:09:44,2.247s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 22:09:44,02-04-2024 22:09:46,1.767s,PASSED
"setText(findTestObject(""Object Repository/Search Iglo/Page_Google/textarea_Login_q""), ""indocyber"")",Chrome 123.0.0.0,,,02-04-2024 22:09:46,02-04-2024 22:09:47,0.946s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_Google/span_Indocyber Global Teknologi""))",Chrome 123.0.0.0,,,02-04-2024 22:09:47,02-04-2024 22:09:48,0.846s,PASSED
"takeScreenshotAsCheckpoint(""2"")",Chrome 123.0.0.0,,,02-04-2024 22:09:48,02-04-2024 22:09:51,2.845s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_indocyber global teknologi - Penelusur_63e8c8/h3_Indocyber Home""))",Chrome 123.0.0.0,,,02-04-2024 22:09:51,02-04-2024 22:09:51,0.840s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 22:09:51,02-04-2024 22:09:52,0.287s,PASSED
