Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Tanjung duren,Chrome 123.0.0.0,,,03-04-2024 10:56:58,03-04-2024 10:57:10,11.809s,PASSED
,,,,,,,
Test Cases/Search Tanjung Duren,Chrome 123.0.0.0,,,03-04-2024 10:56:59,03-04-2024 10:57:10,11.606s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,03-04-2024 10:56:59,03-04-2024 10:57:01,2.056s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,03-04-2024 10:57:01,03-04-2024 10:57:02,1.246s,PASSED
"setText(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/textarea_Login_q""), ""tanjung duren"")",Chrome 123.0.0.0,,,03-04-2024 10:57:02,03-04-2024 10:57:03,0.878s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/span_Tanjung Duren Utara""))",Chrome 123.0.0.0,,,03-04-2024 10:57:03,03-04-2024 10:57:04,0.686s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_tanjung duren - Penelusuran Google/h3_Tanjung Duren Utara, Grogol Petamburan, _9c911c""))",Chrome 123.0.0.0,,,03-04-2024 10:57:04,03-04-2024 10:57:09,5.286s,PASSED
"takeScreenshotAsCheckpoint(""3"")",Chrome 123.0.0.0,,,03-04-2024 10:57:09,03-04-2024 10:57:10,0.902s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,03-04-2024 10:57:10,03-04-2024 10:57:10,0.207s,PASSED
