Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Iglo,Chrome 123.0.0.0,,,02-04-2024 14:46:01,02-04-2024 14:46:15,13.529s,PASSED
,,,,,,,
Test Cases/Search Indocyber,Chrome 123.0.0.0,,,02-04-2024 14:46:01,02-04-2024 14:46:15,13.263s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 14:46:02,02-04-2024 14:46:04,2.395s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 14:46:04,02-04-2024 14:46:07,2.468s,PASSED
"setText(findTestObject(""Object Repository/Search Iglo/Page_Google/textarea_Login_q""), ""indocyber"")",Chrome 123.0.0.0,,,02-04-2024 14:46:07,02-04-2024 14:46:08,1.482s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_Google/span_Indocyber Global Teknologi""))",Chrome 123.0.0.0,,,02-04-2024 14:46:08,02-04-2024 14:46:09,0.783s,PASSED
"takeScreenshotAsCheckpoint(""2"")",Chrome 123.0.0.0,,,02-04-2024 14:46:09,02-04-2024 14:46:14,4.764s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_indocyber global teknologi - Penelusur_63e8c8/h3_Indocyber Home""))",Chrome 123.0.0.0,,,02-04-2024 14:46:14,02-04-2024 14:46:14,0.794s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 14:46:14,02-04-2024 14:46:15,0.189s,PASSED
