Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Tanjung duren,Chrome 123.0.0.0,,,03-04-2024 09:28:31,03-04-2024 09:28:45,13.490s,PASSED
,,,,,,,
Test Cases/Search Tanjung Duren,Chrome 123.0.0.0,,,03-04-2024 09:28:31,03-04-2024 09:28:45,13.279s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,03-04-2024 09:28:32,03-04-2024 09:28:34,2.205s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,03-04-2024 09:28:34,03-04-2024 09:28:37,2.761s,PASSED
"setText(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/textarea_Login_q""), ""tanjung duren"")",Chrome 123.0.0.0,,,03-04-2024 09:28:37,03-04-2024 09:28:38,1.005s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/span_Tanjung Duren Utara""))",Chrome 123.0.0.0,,,03-04-2024 09:28:38,03-04-2024 09:28:39,0.784s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_tanjung duren - Penelusuran Google/h3_Tanjung Duren Utara, Grogol Petamburan, _9c911c""))",Chrome 123.0.0.0,,,03-04-2024 09:28:39,03-04-2024 09:28:43,4.864s,PASSED
"takeScreenshotAsCheckpoint(""3"")",Chrome 123.0.0.0,,,03-04-2024 09:28:43,03-04-2024 09:28:44,0.998s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,03-04-2024 09:28:44,03-04-2024 09:28:45,0.299s,PASSED
