Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Iglo,Chrome 123.0.0.0,,,03-04-2024 12:08:36,03-04-2024 12:08:45,8.688s,PASSED
,,,,,,,
Test Cases/Search Indocyber,Chrome 123.0.0.0,,,03-04-2024 12:08:36,03-04-2024 12:08:45,8.481s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,03-04-2024 12:08:37,03-04-2024 12:08:39,2.089s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,03-04-2024 12:08:39,03-04-2024 12:08:40,1.072s,PASSED
"setText(findTestObject(""Object Repository/Search Iglo/Page_Google/textarea_Login_q""), ""indocyber"")",Chrome 123.0.0.0,,,03-04-2024 12:08:40,03-04-2024 12:08:41,0.850s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_Google/span_Indocyber Global Teknologi""))",Chrome 123.0.0.0,,,03-04-2024 12:08:41,03-04-2024 12:08:41,0.753s,PASSED
"takeScreenshotAsCheckpoint(""2"")",Chrome 123.0.0.0,,,03-04-2024 12:08:41,03-04-2024 12:08:44,2.594s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_indocyber global teknologi - Penelusur_63e8c8/h3_Indocyber Home""))",Chrome 123.0.0.0,,,03-04-2024 12:08:44,03-04-2024 12:08:45,0.613s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,03-04-2024 12:08:45,03-04-2024 12:08:45,0.198s,PASSED
