Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Iglo,Chrome 123.0.0.0,,,02-04-2024 15:33:55,02-04-2024 15:34:08,13.082s,PASSED
,,,,,,,
Test Cases/Search Indocyber,Chrome 123.0.0.0,,,02-04-2024 15:33:55,02-04-2024 15:34:08,12.837s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 15:33:55,02-04-2024 15:33:58,2.528s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 15:33:58,02-04-2024 15:34:00,2.204s,PASSED
"setText(findTestObject(""Object Repository/Search Iglo/Page_Google/textarea_Login_q""), ""indocyber"")",Chrome 123.0.0.0,,,02-04-2024 15:34:00,02-04-2024 15:34:01,1.121s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_Google/span_Indocyber Global Teknologi""))",Chrome 123.0.0.0,,,02-04-2024 15:34:01,02-04-2024 15:34:02,0.936s,PASSED
"takeScreenshotAsCheckpoint(""2"")",Chrome 123.0.0.0,,,02-04-2024 15:34:02,02-04-2024 15:34:06,4.179s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_indocyber global teknologi - Penelusur_63e8c8/h3_Indocyber Home""))",Chrome 123.0.0.0,,,02-04-2024 15:34:06,02-04-2024 15:34:08,1.289s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 15:34:08,02-04-2024 15:34:08,0.257s,PASSED
