Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Iglo,Chrome 123.0.0.0,,,02-04-2024 22:01:44,02-04-2024 22:01:55,10.712s,PASSED
,,,,,,,
Test Cases/Search Indocyber,Chrome 123.0.0.0,,,02-04-2024 22:01:44,02-04-2024 22:01:55,10.496s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 22:01:44,02-04-2024 22:01:47,2.157s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 22:01:47,02-04-2024 22:01:48,1.419s,PASSED
"setText(findTestObject(""Object Repository/Search Iglo/Page_Google/textarea_Login_q""), ""indocyber"")",Chrome 123.0.0.0,,,02-04-2024 22:01:48,02-04-2024 22:01:49,0.964s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_Google/span_Indocyber Global Teknologi""))",Chrome 123.0.0.0,,,02-04-2024 22:01:49,02-04-2024 22:01:50,0.771s,PASSED
"takeScreenshotAsCheckpoint(""2"")",Chrome 123.0.0.0,,,02-04-2024 22:01:50,02-04-2024 22:01:53,3.110s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_indocyber global teknologi - Penelusur_63e8c8/h3_Indocyber Home""))",Chrome 123.0.0.0,,,02-04-2024 22:01:53,02-04-2024 22:01:54,1.436s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 22:01:54,02-04-2024 22:01:55,0.283s,PASSED
