Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Tanjung duren,Chrome 123.0.0.0,,,02-04-2024 14:52:52,02-04-2024 14:53:06,13.850s,PASSED
,,,,,,,
Test Cases/Search Tanjung Duren,Chrome 123.0.0.0,,,02-04-2024 14:52:53,02-04-2024 14:53:06,13.610s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 14:52:53,02-04-2024 14:52:55,2.095s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 14:52:55,02-04-2024 14:52:57,2.217s,PASSED
"setText(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/textarea_Login_q""), ""tanjung duren"")",Chrome 123.0.0.0,,,02-04-2024 14:52:57,02-04-2024 14:52:58,0.850s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/span_Tanjung Duren Utara""))",Chrome 123.0.0.0,,,02-04-2024 14:52:58,02-04-2024 14:52:59,0.850s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_tanjung duren - Penelusuran Google/h3_Tanjung Duren Utara, Grogol Petamburan, _9c911c""))",Chrome 123.0.0.0,,,02-04-2024 14:52:59,02-04-2024 14:53:05,5.977s,PASSED
"takeScreenshotAsCheckpoint(""3"")",Chrome 123.0.0.0,,,02-04-2024 14:53:05,02-04-2024 14:53:06,0.967s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 14:53:06,02-04-2024 14:53:06,0.314s,PASSED
