Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Iglo,Chrome 123.0.0.0,,,02-04-2024 22:05:45,02-04-2024 22:05:55,10.157s,PASSED
,,,,,,,
Test Cases/Search Indocyber,Chrome 123.0.0.0,,,02-04-2024 22:05:45,02-04-2024 22:05:55,9.948s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 22:05:45,02-04-2024 22:05:48,2.245s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 22:05:48,02-04-2024 22:05:49,1.354s,PASSED
"setText(findTestObject(""Object Repository/Search Iglo/Page_Google/textarea_Login_q""), ""indocyber"")",Chrome 123.0.0.0,,,02-04-2024 22:05:49,02-04-2024 22:05:50,1.058s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_Google/span_Indocyber Global Teknologi""))",Chrome 123.0.0.0,,,02-04-2024 22:05:50,02-04-2024 22:05:51,0.796s,PASSED
"takeScreenshotAsCheckpoint(""2"")",Chrome 123.0.0.0,,,02-04-2024 22:05:51,02-04-2024 22:05:54,3.178s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_indocyber global teknologi - Penelusur_63e8c8/h3_Indocyber Home""))",Chrome 123.0.0.0,,,02-04-2024 22:05:54,02-04-2024 22:05:55,0.738s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 22:05:55,02-04-2024 22:05:55,0.243s,PASSED
