Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Iglo,Chrome 123.0.0.0,,,02-04-2024 15:36:02,02-04-2024 15:36:14,11.799s,PASSED
,,,,,,,
Test Cases/Search Indocyber,Chrome 123.0.0.0,,,02-04-2024 15:36:02,02-04-2024 15:36:14,11.553s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 15:36:03,02-04-2024 15:36:05,2.198s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 15:36:05,02-04-2024 15:36:07,2.132s,PASSED
"setText(findTestObject(""Object Repository/Search Iglo/Page_Google/textarea_Login_q""), ""indocyber"")",Chrome 123.0.0.0,,,02-04-2024 15:36:07,02-04-2024 15:36:08,0.802s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_Google/span_Indocyber Global Teknologi""))",Chrome 123.0.0.0,,,02-04-2024 15:36:08,02-04-2024 15:36:09,0.774s,PASSED
"takeScreenshotAsCheckpoint(""2"")",Chrome 123.0.0.0,,,02-04-2024 15:36:09,02-04-2024 15:36:13,4.044s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_indocyber global teknologi - Penelusur_63e8c8/h3_Indocyber Home""))",Chrome 123.0.0.0,,,02-04-2024 15:36:13,02-04-2024 15:36:14,1.013s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 15:36:14,02-04-2024 15:36:14,0.212s,PASSED
