Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Iglo,Chrome 123.0.0.0,,,03-04-2024 10:53:46,03-04-2024 10:53:55,9.298s,PASSED
,,,,,,,
Test Cases/Search Indocyber,Chrome 123.0.0.0,,,03-04-2024 10:53:46,03-04-2024 10:53:55,9.094s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,03-04-2024 10:53:46,03-04-2024 10:53:48,2.216s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,03-04-2024 10:53:48,03-04-2024 10:53:50,1.360s,PASSED
"setText(findTestObject(""Object Repository/Search Iglo/Page_Google/textarea_Login_q""), ""indocyber"")",Chrome 123.0.0.0,,,03-04-2024 10:53:50,03-04-2024 10:53:51,0.844s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_Google/span_Indocyber Global Teknologi""))",Chrome 123.0.0.0,,,03-04-2024 10:53:51,03-04-2024 10:53:51,0.779s,PASSED
"takeScreenshotAsCheckpoint(""2"")",Chrome 123.0.0.0,,,03-04-2024 10:53:51,03-04-2024 10:53:54,2.859s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_indocyber global teknologi - Penelusur_63e8c8/h3_Indocyber Home""))",Chrome 123.0.0.0,,,03-04-2024 10:53:54,03-04-2024 10:53:55,0.552s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,03-04-2024 10:53:55,03-04-2024 10:53:55,0.180s,PASSED
