Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Iglo,Chrome 123.0.0.0,,,02-04-2024 14:21:19,02-04-2024 14:21:32,13.461s,PASSED
,,,,,,,
Test Cases/Search Indocyber,Chrome 123.0.0.0,,,02-04-2024 14:21:19,02-04-2024 14:21:32,13.006s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 14:21:20,02-04-2024 14:21:23,3.391s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 14:21:23,02-04-2024 14:21:25,1.451s,PASSED
"setText(findTestObject(""Object Repository/Search Iglo/Page_Google/textarea_Login_q""), ""indocyber"")",Chrome 123.0.0.0,,,02-04-2024 14:21:25,02-04-2024 14:21:26,0.900s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_Google/span_Indocyber Global Teknologi""))",Chrome 123.0.0.0,,,02-04-2024 14:21:26,02-04-2024 14:21:27,1.052s,PASSED
"takeScreenshotAsCheckpoint(""2"")",Chrome 123.0.0.0,,,02-04-2024 14:21:27,02-04-2024 14:21:31,4.399s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_indocyber global teknologi - Penelusur_63e8c8/h3_Indocyber Home""))",Chrome 123.0.0.0,,,02-04-2024 14:21:31,02-04-2024 14:21:32,0.764s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 14:21:32,02-04-2024 14:21:32,0.324s,PASSED
