Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Iglo,Chrome 123.0.0.0,,,02-04-2024 22:07:45,02-04-2024 22:07:56,10.439s,PASSED
,,,,,,,
Test Cases/Search Indocyber,Chrome 123.0.0.0,,,02-04-2024 22:07:46,02-04-2024 22:07:56,10.201s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 22:07:46,02-04-2024 22:07:48,2.483s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 22:07:48,02-04-2024 22:07:50,1.448s,PASSED
"setText(findTestObject(""Object Repository/Search Iglo/Page_Google/textarea_Login_q""), ""indocyber"")",Chrome 123.0.0.0,,,02-04-2024 22:07:50,02-04-2024 22:07:51,0.827s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_Google/span_Indocyber Global Teknologi""))",Chrome 123.0.0.0,,,02-04-2024 22:07:51,02-04-2024 22:07:51,0.782s,PASSED
"takeScreenshotAsCheckpoint(""2"")",Chrome 123.0.0.0,,,02-04-2024 22:07:51,02-04-2024 22:07:55,3.079s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_indocyber global teknologi - Penelusur_63e8c8/h3_Indocyber Home""))",Chrome 123.0.0.0,,,02-04-2024 22:07:55,02-04-2024 22:07:56,0.998s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 22:07:56,02-04-2024 22:07:56,0.248s,PASSED
