Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Tanjung duren,Chrome 123.0.0.0,,,02-04-2024 15:35:09,02-04-2024 15:35:23,13.810s,PASSED
,,,,,,,
Test Cases/Search Tanjung Duren,Chrome 123.0.0.0,,,02-04-2024 15:35:09,02-04-2024 15:35:23,13.604s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 15:35:10,02-04-2024 15:35:12,2.237s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 15:35:12,02-04-2024 15:35:14,2.073s,PASSED
"setText(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/textarea_Login_q""), ""tanjung duren"")",Chrome 123.0.0.0,,,02-04-2024 15:35:14,02-04-2024 15:35:15,1.028s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/span_Tanjung Duren Utara""))",Chrome 123.0.0.0,,,02-04-2024 15:35:15,02-04-2024 15:35:16,0.797s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_tanjung duren - Penelusuran Google/h3_Tanjung Duren Utara, Grogol Petamburan, _9c911c""))",Chrome 123.0.0.0,,,02-04-2024 15:35:16,02-04-2024 15:35:22,5.798s,PASSED
"takeScreenshotAsCheckpoint(""3"")",Chrome 123.0.0.0,,,02-04-2024 15:35:22,02-04-2024 15:35:23,1.032s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 15:35:23,02-04-2024 15:35:23,0.306s,PASSED
