Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Tanjung duren,Chrome 123.0.0.0,,,02-04-2024 22:30:00,02-04-2024 22:30:10,10.437s,PASSED
,,,,,,,
Test Cases/Search Tanjung Duren,Chrome 123.0.0.0,,,02-04-2024 22:30:00,02-04-2024 22:30:10,10.214s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 22:30:00,02-04-2024 22:30:02,2.197s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 22:30:02,02-04-2024 22:30:04,1.729s,PASSED
"setText(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/textarea_Login_q""), ""tanjung duren"")",Chrome 123.0.0.0,,,02-04-2024 22:30:04,02-04-2024 22:30:05,0.858s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/span_Tanjung Duren Utara""))",Chrome 123.0.0.0,,,02-04-2024 22:30:05,02-04-2024 22:30:06,0.799s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_tanjung duren - Penelusuran Google/h3_Tanjung Duren Utara, Grogol Petamburan, _9c911c""))",Chrome 123.0.0.0,,,02-04-2024 22:30:06,02-04-2024 22:30:09,3.092s,PASSED
"takeScreenshotAsCheckpoint(""3"")",Chrome 123.0.0.0,,,02-04-2024 22:30:09,02-04-2024 22:30:10,1.004s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 22:30:10,02-04-2024 22:30:10,0.211s,PASSED
