Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Tanjung duren,Chrome 123.0.0.0,,,02-04-2024 15:21:18,02-04-2024 15:21:34,16.188s,PASSED
,,,,,,,
Test Cases/Search Tanjung Duren,Chrome 123.0.0.0,,,02-04-2024 15:21:18,02-04-2024 15:21:34,15.959s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 15:21:18,02-04-2024 15:21:20,2.186s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 15:21:20,02-04-2024 15:21:23,2.459s,PASSED
"setText(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/textarea_Login_q""), ""tanjung duren"")",Chrome 123.0.0.0,,,02-04-2024 15:21:23,02-04-2024 15:21:24,0.861s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/span_Tanjung Duren Utara""))",Chrome 123.0.0.0,,,02-04-2024 15:21:24,02-04-2024 15:21:25,0.803s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_tanjung duren - Penelusuran Google/h3_Tanjung Duren Utara, Grogol Petamburan, _9c911c""))",Chrome 123.0.0.0,,,02-04-2024 15:21:25,02-04-2024 15:21:32,7.863s,PASSED
"takeScreenshotAsCheckpoint(""3"")",Chrome 123.0.0.0,,,02-04-2024 15:21:32,02-04-2024 15:21:34,1.139s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 15:21:34,02-04-2024 15:21:34,0.272s,PASSED
