Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Tanjung duren,Chrome 123.0.0.0,,,02-04-2024 22:27:59,02-04-2024 22:28:09,10.180s,PASSED
,,,,,,,
Test Cases/Search Tanjung Duren,Chrome 123.0.0.0,,,02-04-2024 22:27:59,02-04-2024 22:28:09,9.940s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 22:28:00,02-04-2024 22:28:02,2.118s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,02-04-2024 22:28:02,02-04-2024 22:28:03,1.755s,PASSED
"setText(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/textarea_Login_q""), ""tanjung duren"")",Chrome 123.0.0.0,,,02-04-2024 22:28:03,02-04-2024 22:28:04,0.857s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_Google/span_Tanjung Duren Utara""))",Chrome 123.0.0.0,,,02-04-2024 22:28:04,02-04-2024 22:28:05,0.781s,PASSED
"click(findTestObject(""Object Repository/Search Tanjung duren/Page_tanjung duren - Penelusuran Google/h3_Tanjung Duren Utara, Grogol Petamburan, _9c911c""))",Chrome 123.0.0.0,,,02-04-2024 22:28:05,02-04-2024 22:28:08,2.843s,PASSED
"takeScreenshotAsCheckpoint(""3"")",Chrome 123.0.0.0,,,02-04-2024 22:28:08,02-04-2024 22:28:09,0.982s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 22:28:09,02-04-2024 22:28:09,0.245s,PASSED
