Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search Iglo,Chrome 123.0.0.0,,,03-04-2024 09:20:09,03-04-2024 09:20:18,9.341s,PASSED
,,,,,,,
Test Cases/Search Indocyber,Chrome 123.0.0.0,,,03-04-2024 09:20:09,03-04-2024 09:20:18,9.137s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,03-04-2024 09:20:09,03-04-2024 09:20:11,1.928s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 123.0.0.0,,,03-04-2024 09:20:11,03-04-2024 09:20:13,1.295s,PASSED
"setText(findTestObject(""Object Repository/Search Iglo/Page_Google/textarea_Login_q""), ""indocyber"")",Chrome 123.0.0.0,,,03-04-2024 09:20:13,03-04-2024 09:20:13,0.836s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_Google/span_Indocyber Global Teknologi""))",Chrome 123.0.0.0,,,03-04-2024 09:20:13,03-04-2024 09:20:14,0.792s,PASSED
"takeScreenshotAsCheckpoint(""2"")",Chrome 123.0.0.0,,,03-04-2024 09:20:14,03-04-2024 09:20:17,3.025s,PASSED
"click(findTestObject(""Object Repository/Search Iglo/Page_indocyber global teknologi - Penelusur_63e8c8/h3_Indocyber Home""))",Chrome 123.0.0.0,,,03-04-2024 09:20:17,03-04-2024 09:20:18,0.723s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,03-04-2024 09:20:18,03-04-2024 09:20:18,0.232s,PASSED
